OBJECTID;PEID;PGID;Name;NmDisp;NmAlt;ISOalpha3;Ctry;Regn;RegnSub;ROG;AffCd;Aff;PeopleDesc;LocationDesc;Pop;PopCls;EvngLvl;CongExst;Plnting;EngStat;GSEC;GSECbrf;GSEClng;SPI;SPIdesc;LPI;LPIname;LPIdesc;ROL;Lang;LangFamily;LangClass;LangSpkrs;ROR;Rlgn;RlgnAdher;RORdesc;RlgnBs;ROR4;ROR3;RlgnDiv;ROP3;PplNm;ROP25;Ethne;ROP2;PplClstr;ROP1;Affbloc;Bible;Jesus;Radio;Gospel;Audio;Stories;ResTot;LvlBible;YrPub;PicCrdt;PicURL;Photo;Indigenous;Latitude;Longitude;PeopleSearch;UpdatedDate
10699;10363;PG010363;Pasismanua;Pasismanua;None;PNG;Papua New Guinea;Oceania;Melanesia;PP;AG650;Asian Pacific Rim Peoples;an indigenous ethnic group of Papua New Guinea;None;8700;less than 10,000;2% or Greater but Less than 5%;Yes;No Churches Planted;Engaged;4;2% or Greater but Less than 5% Evangelical;this people group is greater than or equal to 2% evangelical;2;No Longer Unreached;4;Marginally Reached People Group;3% to 6% Evangelical;pss;Kaulong;Austronesian;Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Southwest New Britain, Arawe-Pasismanua, Pasismanua;100;CPR;Christianity - Protestantism;55;Protestant Christianity, a tradition that emerged from the Protestant Reformation. Protestants reject the idea of papal supremacy, instead stressing the authority of scripture alone, justification by faith alone, and salvation through Christ alone.;Christianity;CPR;C;Protestantism;107914;Pasismanua;306592;Pasismanua;C0152;New Guinea;A010;Pacific Islander Peoples;Available;Not Available;Not Available;Available;Available;Not Available;3;New Testament;2015;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Anonymous";https://joshuaproject.net/assets/media/profiles/photos/p14330.jpg;Y;Indigenous;-6.08192;149.69627;Pasismanua of Papua New Guinea (PG010363);2025-05-19T03:04:27.4+00:00
10700;10260;PG010260;Munkip;Munkip;None;PNG;Papua New Guinea;Oceania;Melanesia;PP;AG650;Asian Pacific Rim Peoples;an indigenous ethnic group of Papua New Guinea;None;900;less than 10,000;5% or Greater but Less than 10%;Yes;No Churches Planted;Engaged;5;5% or Greater but Less than 10% Evangelical;this people group is greater than or equal to 5% evangelical;2;No Longer Unreached;4;Marginally Reached People Group;3% to 6% Evangelical;tpi;Tok Pisin;Indo-European;Creole, English based, Pacific;100;CPR;Christianity - Protestantism;44;Protestant Christianity, a tradition that emerged from the Protestant Reformation. Protestants reject the idea of papal supremacy, instead stressing the authority of scripture alone, justification by faith alone, and salvation through Christ alone.;Christianity;CPR;C;Protestantism;106913;Munkip;305709;Munkip;C0152;New Guinea;A010;Pacific Islander Peoples;Available;Available;Not Available;Available;Available;Not Available;4;Bible;1999;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Anonymous";https://joshuaproject.net/assets/media/profiles/photos/p13879.jpg;Y;Indigenous;-6.47855;146.712192;Munkip of Papua New Guinea (PG010260);2025-05-19T03:04:31.016+00:00
10701;9814;PG009814;Bosavi;Bosavi;None;PNG;Papua New Guinea;Oceania;Melanesia;PP;AG650;Asian Pacific Rim Peoples;an indigenous ethnic group of Papua New Guinea;None;6900;less than 10,000;2% or Greater but Less than 5%;Yes;No Churches Planted;Engaged;4;2% or Greater but Less than 5% Evangelical;this people group is greater than or equal to 2% evangelical;2;No Longer Unreached;3;Minimally Reached People Group;2% to 3% Evangelical;bco;Kaluli;Bosavi;Trans-New Guinea, Bosavi;100;CPR;Christianity - Protestantism;36;Protestant Christianity, a tradition that emerged from the Protestant Reformation. Protestants reject the idea of papal supremacy, instead stressing the authority of scripture alone, justification by faith alone, and salvation through Christ alone.;Christianity;CPR;C;Protestantism;101625;Bosavi;301386;Bosavi;C0152;New Guinea;A010;Pacific Islander Peoples;Available;Not Available;Not Available;Available;Available;Not Available;3;New Testament;2023;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Anonymous";https://joshuaproject.net/assets/media/profiles/photos/p10950.jpg;Y;Indigenous;-6.45932;142.78806;Bosavi of Papua New Guinea (PG009814);2025-05-19T03:04:35.35+00:00
10702;9741;PG009741;Bahinemo;Bahinemo;None;PNG;Papua New Guinea;Oceania;Melanesia;PP;AG650;Asian Pacific Rim Peoples;an indigenous ethnic group of Papua New Guinea;None;1400;less than 10,000;5% or Greater but Less than 10%;Yes;No Churches Planted;Engaged;5;5% or Greater but Less than 10% Evangelical;this people group is greater than or equal to 5% evangelical;2;No Longer Unreached;4;Marginally Reached People Group;3% to 6% Evangelical;bjh;Bahinemo;Sepik;Sepik, Sepik Hill, Bahinemo;100;CPR;Christianity - Protestantism;37;Protestant Christianity, a tradition that emerged from the Protestant Reformation. Protestants reject the idea of papal supremacy, instead stressing the authority of scripture alone, justification by faith alone, and salvation through Christ alone.;Christianity;CPR;C;Protestantism;100767;Bahinemo;300703;Bahinemo;C0152;New Guinea;A010;Pacific Islander Peoples;Available;Not Available;Not Available;Available;Available;Not Available;3;New Testament;2013;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Anonymous";https://joshuaproject.net/assets/media/profiles/photos/p10569.jpg;Y;Indigenous;-4.55527;142.8322;Bahinemo of Papua New Guinea (PG009741);2025-05-19T03:04:37.416+00:00
10703;10364;PG010364;Paswam;Paswam;None;PNG;Papua New Guinea;Oceania;Melanesia;PP;AG650;Asian Pacific Rim Peoples;an indigenous ethnic group of Papua New Guinea;None;1900;less than 10,000;2% or Greater but Less than 5%;Yes;No Churches Planted;Engaged;4;2% or Greater but Less than 5% Evangelical;this people group is greater than or equal to 2% evangelical;2;No Longer Unreached;4;Marginally Reached People Group;3% to 6% Evangelical;mcc;Bitur;Anim;Trans-New Guinea, Tirio;100;CPR;Christianity - Protestantism;44;Protestant Christianity, a tradition that emerged from the Protestant Reformation. Protestants reject the idea of papal supremacy, instead stressing the authority of scripture alone, justification by faith alone, and salvation through Christ alone.;Christianity;CPR;C;Protestantism;107917;Paswam;306597;Paswam;C0152;New Guinea;A010;Pacific Islander Peoples;Available;Not Available;Not Available;Available;Not Available;Not Available;2;Selections;2010;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Anonymous";https://joshuaproject.net/assets/media/profiles/photos/p14333.jpg;Y;Indigenous;-8.51839;142.70984;Paswam of Papua New Guinea (PG010364);2025-05-19T03:04:46.033+00:00
10704;10321;PG010321;Notsi;Notsi;None;PNG;Papua New Guinea;Oceania;Melanesia;PP;AG650;Asian Pacific Rim Peoples;an indigenous ethnic group of Papua New Guinea;None;4000;less than 10,000;2% or Greater but Less than 5%;Yes;No Churches Planted;Engaged;4;2% or Greater but Less than 5% Evangelical;this people group is greater than or equal to 2% evangelical;2;No Longer Unreached;4;Marginally Reached People Group;3% to 6% Evangelical;ncf;Notsi;Austronesian;Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, Tabar;100;CPR;Christianity - Protestantism;45;Protestant Christianity, a tradition that emerged from the Protestant Reformation. Protestants reject the idea of papal supremacy, instead stressing the authority of scripture alone, justification by faith alone, and salvation through Christ alone.;Christianity;CPR;C;Protestantism;107483;Notsi;306172;Notsi;C0152;New Guinea;A010;Pacific Islander Peoples;Available;Not Available;Not Available;Available;Not Available;Not Available;2;New Testament;2024;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Anonymous";https://joshuaproject.net/assets/media/profiles/photos/p14046.jpg;Y;Indigenous;-3.0557;151.66149;Notsi of Papua New Guinea (PG010321);2025-05-19T03:04:47.41+00:00
10705;9793;PG009793;Bine;Bine;None;PNG;Papua New Guinea;Oceania;Melanesia;PP;AG650;Asian Pacific Rim Peoples;an indigenous ethnic group of Papua New Guinea;None;3300;less than 10,000;5% or Greater but Less than 10%;Yes;No Churches Planted;Engaged;5;5% or Greater but Less than 10% Evangelical;this people group is greater than or equal to 5% evangelical;2;No Longer Unreached;5;Moderately Reached People Group;6% to 20% Evangelical;bon;Bine;Eastern Trans-Fly;Eastern Trans-Fly;100;CPR;Christianity - Protestantism;47;Protestant Christianity, a tradition that emerged from the Protestant Reformation. Protestants reject the idea of papal supremacy, instead stressing the authority of scripture alone, justification by faith alone, and salvation through Christ alone.;Christianity;CPR;C;Protestantism;101461;Bine;301236;Bine;C0152;New Guinea;A010;Pacific Islander Peoples;Available;Available;Not Available;Available;Available;Not Available;4;New Testament;2013;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Anonymous";https://joshuaproject.net/assets/media/profiles/photos/p10858.jpg;Y;Indigenous;-9.1285;142.945;Bine of Papua New Guinea (PG009793);2025-05-19T03:04:51.356+00:00
10706;9718;PG009718;Arufe;Arufe;None;PNG;Papua New Guinea;Oceania;Melanesia;PP;AG650;Asian Pacific Rim Peoples;an indigenous ethnic group of Papua New Guinea;None;5900;less than 10,000;30% or Greater but Less than 40%;Yes;No Churches Planted;Unengaged;6;10% or Greater Evangelical;this people group is greater than or equal to 10% evangelical;2;No Longer Unreached;6;Significantly Reached People Group;> 20% Evangelical;ncm;Nambo;Yam;South-Central Papuan, Morehead-Upper Maro, Nambu;100;CPR;Christianity - Protestantism;50;Protestant Christianity, a tradition that emerged from the Protestant Reformation. Protestants reject the idea of papal supremacy, instead stressing the authority of scripture alone, justification by faith alone, and salvation through Christ alone.;Christianity;CPR;C;Protestantism;100530;Arufe;300510;Arufe (Nambo);C0152;New Guinea;A010;Pacific Islander Peoples;Available;Not Available;Not Available;Available;Not Available;Not Available;2;Selections;1974;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Anonymous";https://joshuaproject.net/assets/media/profiles/photos/p10438.jpg;Y;Indigenous;-8.620614;141.92119;Arufe of Papua New Guinea (PG009718);2025-05-19T03:04:55.466+00:00
10707;9765;PG009765;Baruya;Baruya;None;PNG;Papua New Guinea;Oceania;Melanesia;PP;AG650;Asian Pacific Rim Peoples;an indigenous ethnic group of Papua New Guinea;None;20000;10,000 - 24,999;5% or Greater but Less than 10%;Yes;No Churches Planted;Engaged;5;5% or Greater but Less than 10% Evangelical;this people group is greater than or equal to 5% evangelical;2;No Longer Unreached;4;Marginally Reached People Group;3% to 6% Evangelical;byr;Yipma;Angan;Trans-New Guinea, Angan, Nuclear Angan;100;CPR;Christianity - Protestantism;49;Protestant Christianity, a tradition that emerged from the Protestant Reformation. Protestants reject the idea of papal supremacy, instead stressing the authority of scripture alone, justification by faith alone, and salvation through Christ alone.;Christianity;CPR;C;Protestantism;101087;Baruya;300918;Baruya;C0152;New Guinea;A010;Pacific Islander Peoples;Available;Not Available;Not Available;Not Available;Available;Not Available;2;New Testament;2013;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Anonymous";https://joshuaproject.net/assets/media/profiles/photos/p10697.jpg;Y;Indigenous;-6.89261;145.81816;Baruya of Papua New Guinea (PG009765);2025-05-19T03:02:57.966+00:00
10708;10462;PG010462;Sio;Sio;None;PNG;Papua New Guinea;Oceania;Melanesia;PP;AG650;Asian Pacific Rim Peoples;an indigenous ethnic group of Papua New Guinea;None;10500;10,000 - 24,999;2% or Greater but Less than 5%;Yes;No Churches Planted;Engaged;4;2% or Greater but Less than 5% Evangelical;this people group is greater than or equal to 2% evangelical;2;No Longer Unreached;4;Marginally Reached People Group;3% to 6% Evangelical;xsi;Sio;Austronesian;Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Sio;100;CPR;Christianity - Protestantism;46;Protestant Christianity, a tradition that emerged from the Protestant Reformation. Protestants reject the idea of papal supremacy, instead stressing the authority of scripture alone, justification by faith alone, and salvation through Christ alone.;Christianity;CPR;C;Protestantism;109318;Sio;307561;Sio;C0152;New Guinea;A010;Pacific Islander Peoples;Available;Not Available;Not Available;Not Available;Available;Not Available;2;New Testament;2015;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Anonymous";https://joshuaproject.net/assets/media/profiles/photos/p14942.jpg;Y;Indigenous;-5.96037;147.35333;Sio of Papua New Guinea (PG010462);2025-05-19T03:02:59.093+00:00
10709;10623;PG010623;Wiru;Wiru;None;PNG;Papua New Guinea;Oceania;Melanesia;PP;AG650;Asian Pacific Rim Peoples;an indigenous ethnic group of Papua New Guinea;None;53000;50,000 - 99,999;2% or Greater but Less than 5%;Yes;No Churches Planted;Engaged;4;2% or Greater but Less than 5% Evangelical;this people group is greater than or equal to 2% evangelical;2;No Longer Unreached;4;Marginally Reached People Group;3% to 6% Evangelical;wiu;Witu;;Trans-New Guinea, Wiru;100;CPR;Christianity - Protestantism;53;Protestant Christianity, a tradition that emerged from the Protestant Reformation. Protestants reject the idea of papal supremacy, instead stressing the authority of scripture alone, justification by faith alone, and salvation through Christ alone.;Christianity;CPR;C;Protestantism;110842;Wiru;308804;Wiru;C0152;New Guinea;A010;Pacific Islander Peoples;Available;Not Available;Not Available;Available;Available;Not Available;3;New Testament;2015;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Anonymous";https://joshuaproject.net/assets/media/profiles/photos/p15402.jpg;Y;Indigenous;-6.35863;144.21446;Wiru of Papua New Guinea (PG010623);2025-05-19T03:03:37.95+00:00
10710;10207;PG010207;Mekeo;Mekeo;None;PNG;Papua New Guinea;Oceania;Melanesia;PP;AG650;Asian Pacific Rim Peoples;an indigenous ethnic group of Papua New Guinea;None;22500;10,000 - 24,999;40% or Greater but Less than 50%;Yes;No Churches Planted;Unengaged;6;10% or Greater Evangelical;this people group is greater than or equal to 10% evangelical;2;No Longer Unreached;6;Significantly Reached People Group;> 20% Evangelical;mek;Mekeo;Austronesian;Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Peripheral, Central Papuan, West Central Papuan, Nuclear;100;CPR;Christianity - Protestantism;55;Protestant Christianity, a tradition that emerged from the Protestant Reformation. Protestants reject the idea of papal supremacy, instead stressing the authority of scripture alone, justification by faith alone, and salvation through Christ alone.;Christianity;CPR;C;Protestantism;106526;Mekeo;305375;Mekeo;C0152;New Guinea;A010;Pacific Islander Peoples;Available;Available;Not Available;Available;Available;Not Available;4;New Testament;2014;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Anonymous";https://joshuaproject.net/assets/media/profiles/photos/p13663.jpg;Y;Indigenous;-8.537;146.5627;Mekeo of Papua New Guinea (PG010207);2025-05-19T03:03:55.936+00:00
10711;10366;PG010366;Patpatar;Patpatar;None;PNG;Papua New Guinea;Oceania;Melanesia;PP;AG650;Asian Pacific Rim Peoples;an indigenous ethnic group of Papua New Guinea;None;17500;10,000 - 24,999;2% or Greater but Less than 5%;Yes;No Churches Planted;Engaged;4;2% or Greater but Less than 5% Evangelical;this people group is greater than or equal to 2% evangelical;2;No Longer Unreached;4;Marginally Reached People Group;3% to 6% Evangelical;gfk;Patpatar;Austronesian;Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Patpatar-Tolai;100;CPR;Christianity - Protestantism;60;Protestant Christianity, a tradition that emerged from the Protestant Reformation. Protestants reject the idea of papal supremacy, instead stressing the authority of scripture alone, justification by faith alone, and salvation through Christ alone.;Christianity;CPR;C;Protestantism;107938;Patpatar;306622;Patpatar;C0152;New Guinea;A010;Pacific Islander Peoples;Available;Not Available;Not Available;Available;Available;Not Available;3;New Testament;2016;"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Anonymous";https://joshuaproject.net/assets/media/profiles/photos/p14341.jpg;Y;Indigenous;-3.74711;152.49294;Patpatar of Papua New Guinea (PG010366);2025-05-19T03:04:28.89+00:00
