PeopNameInCountry;Ctry;ISO2;Population;Latitude;Longitude;PrimaryLanguageName;PrimaryReligion;Region;PercentChristianity;JPScale
Mari;Papua New Guinea;PP;1700;-5.970793;145.837583;Mari (PNG, Madang Province);Ethnoreligion;Melanesia;75;
Konai;Papua New Guinea;PP;1700;-5.663803;142.132173;Konai;Ethnoreligion;Melanesia;75;
Malas;Papua New Guinea;PP;1400;-4.76685;145.621;Manep;Christianity;Melanesia;75;
Mokerang;Papua New Guinea;PP;700;-2.01602;147.42308;Idio;Christianity;Melanesia;75;
Yis;Papua New Guinea;PP;1700;-3.57371;141.88034;Yis;Ethnoreligion;Melanesia;75;
Wanap;Papua New Guinea;PP;2100;-3.59639;142.49964;Wanap;Ethnoreligion;Melanesia;75;
Koro;Papua New Guinea;PP;1400;-2.03429;147.14267;Koro (Papua New Guinea);Christianity;Melanesia;75;
Likum;Papua New Guinea;PP;175;-2.16157;146.69477;Likum;Christianity;Melanesia;75;
Ninggera;Papua New Guinea;PP;1100;-2.77145;141.45416;Ningera;Ethnoreligion;Melanesia;75;
Pogaya;Papua New Guinea;PP;1100;-5.54487;142.25459;Bogaya;Ethnoreligion;Melanesia;75;
Sokorok;Papua New Guinea;PP;1100;-3.644899;142.4712;Siliput;Christianity;Melanesia;75;
Suganga;Papua New Guinea;PP;2500;-4.5071;141.19955;Suganga;Ethnoreligion;Melanesia;75;
Korak;Papua New Guinea;PP;1100;-4.5998;145.51352;Amako;Christianity;Melanesia;75;
Seta;Papua New Guinea;PP;550;-3.42155;141.74786;Seta;Ethnoreligion;Melanesia;10;
Ukuriguma;Papua New Guinea;PP;350;-4.94407;145.51442;Ukuriguma;Ethnoreligion;Melanesia;75;
Seti;Papua New Guinea;PP;350;-3.45521;141.82694;Seti;Ethnoreligion;Melanesia;75;
Yambes;Papua New Guinea;PP;2200;-3.546373;142.761638;Yambes;Ethnoreligion;Melanesia;75;
Chenapian;Papua New Guinea;PP;700;-4.25154;142.31714;Chenapian;Ethnoreligion;Melanesia;10;
Tuwari;Papua New Guinea;PP;425;-4.80315;142.09522;Tuwari;Ethnoreligion;Melanesia;75;
Pulabu;Papua New Guinea;PP;400;-5.59558;145.73801;Pulabu;Ethnoreligion;Melanesia;75;
Sandaun Yau;Papua New Guinea;PP;500;-3.521026;142.044142;Yau (PNG, Sandaun Province);Ethnoreligion;Melanesia;75;
Fiwaga;Papua New Guinea;PP;1100;-6.66342;143.64603;Fiwaga;Ethnoreligion;Melanesia;75;
Kamberataro;Papua New Guinea;PP;1500;-3.58169;141.0785;Dla;Christianity;Melanesia;75;
Gaktai;Papua New Guinea;PP;6600;-4.71826;152.21433;Mali;Christianity;Melanesia;75;
Sepik Plains;Papua New Guinea;PP;6100;-4.0722;143.2573;Mevembet;Christianity;Melanesia;75;
Tauya;Papua New Guinea;PP;1200;-5.74255;145.3657;Tauya;Ethnoreligion;Melanesia;75;
Rempin;Papua New Guinea;PP;3200;-5.02487;145.78187;Rempi;Christianity;Melanesia;75;
Yimas;Papua New Guinea;PP;1200;-4.679747;143.545906;Yimas;Christianity;Melanesia;75;
Suain;Papua New Guinea;PP;5700;-3.312306;142.804087;Ulau-Suain;Christianity;Melanesia;75;
Yerakai;Papua New Guinea;PP;1400;-4.28828;142.94708;Yerakai;Christianity;Melanesia;75;
Torricelli;Papua New Guinea;PP;1100;-3.45292;142.62226;Aro;Christianity;Melanesia;75;
Vanimo;Papua New Guinea;PP;5800;-2.68501;141.25826;Dumo;Christianity;Melanesia;75;
Konomala;Papua New Guinea;PP;2500;-4.16184;152.87049;Konomala;Christianity;Melanesia;75;
Pondoma;Papua New Guinea;PP;2400;-4.745477;145.012726;Anam;Christianity;Melanesia;75;
Dimir;Papua New Guinea;PP;7800;-4.8296;145.67561;Gavak;Christianity;Melanesia;75;
Wadaginamb;Papua New Guinea;PP;2000;-4.52754;144.97231;Wadaginam;Christianity;Melanesia;75;
Levei-Narehat;Papua New Guinea;PP;4500;-2.06626;146.74577;Khehek;Christianity;Melanesia;75;
Osum;Papua New Guinea;PP;2400;-4.82756;144.92425;Utarmbung;Christianity;Melanesia;75;
Dia;Papua New Guinea;PP;3700;-3.38837;142.24844;Dia;Christianity;Melanesia;75;
Romkun;Papua New Guinea;PP;1200;-4.58919;144.68912;Romkun;Christianity;Melanesia;75;
Sori-Harengan;Papua New Guinea;PP;2200;-1.98384;146.64176;Sori-Harengan;Christianity;Melanesia;75;
Laeko-Libuat;Papua New Guinea;PP;1500;-3.69618;142.23664;Laeko-Libuat;Christianity;Melanesia;75;
Yoidik;Papua New Guinea;PP;1600;-4.94044;145.75776;Yoidik;Christianity;Melanesia;75;
Mondropolon;Papua New Guinea;PP;1100;-2.01359;146.93094;Mondropolon;Christianity;Melanesia;75;
Daonda;Papua New Guinea;PP;550;-3.31443;141.2198;Daonda;Christianity;Melanesia;75;
Tumie;Papua New Guinea;PP;2400;-5.30721;151.82777;Tomoip;Christianity;Melanesia;75;
Kaningra;Papua New Guinea;PP;700;-4.49681;143.1918;Kaningra;Christianity;Melanesia;75;
Simog;Papua New Guinea;PP;800;-3.33662;141.25383;Auwe;Christianity;Melanesia;75;
Elkei;Papua New Guinea;PP;3600;-3.455313;142.146189;Elkei;Christianity;Melanesia;75;
Sisi-Bipi;Papua New Guinea;PP;3600;-2.11115;146.39801;Bipi;Christianity;Melanesia;75;
Ningil;Papua New Guinea;PP;2100;-3.49733;142.25055;Ningil;Ethnoreligion;Melanesia;75;
Kairak;Papua New Guinea;PP;1500;-4.46941;151.98005;Kairak;Ethnoreligion;Melanesia;75;
Changriwa;Papua New Guinea;PP;1400;-4.28364;143.69565;Changriwa;Ethnoreligion;Melanesia;75;
Papi;Papua New Guinea;PP;150;-4.4725;142.01084;Baiyamo;Ethnoreligion;Melanesia;75;
Duranmin;Papua New Guinea;PP;300;-4.971;141.929;Asaba;Ethnoreligion;Melanesia;75;
Yelogu;Papua New Guinea;PP;800;-4.09907;142.80753;Yalaku;Ethnoreligion;Melanesia;75;
Pyu;Papua New Guinea;PP;400;-4.021526;141.034409;Pyu;Ethnoreligion;Melanesia;75;
Wogamusin;Papua New Guinea;PP;1700;-4.22936;142.40054;Wogamusin;Ethnoreligion;Melanesia;10;
Rouku;Papua New Guinea;PP;1500;-8.645437;141.43729;Wára;Ethnoreligion;Melanesia;75;
Ivori;Papua New Guinea;PP;2800;-7.40306;145.68228;Tainae;Ethnoreligion;Melanesia;75;
Yauan;Papua New Guinea;PP;1400;-3.504;142.5712;Bragat;Ethnoreligion;Melanesia;75;
Lembena;Papua New Guinea;PP;3800;-4.99504;143.89062;Lembena;Ethnoreligion;Melanesia;75;
Manem;Papua New Guinea;PP;1400;-2.99145;141.01991;Manem;Ethnoreligion;Melanesia;75;
Mebu;Papua New Guinea;PP;1200;-5.73869;146.3638;Ma (Papua New Guinea);Ethnoreligion;Melanesia;75;
Lower Morehead;Papua New Guinea;PP;600;-8.92289;141.42387;Kanja;Ethnoreligion;Melanesia;75;
Mekmek;Papua New Guinea;PP;3600;-4.47017;143.75002;Mekmek;Ethnoreligion;Melanesia;75;
Gende;Papua New Guinea;PP;24000;-5.67528;145.17732;Gende;Christianity;Melanesia;75;
Kairiru;Papua New Guinea;PP;12000;-3.34608;143.5576;Kairiru;Christianity;Melanesia;75;
Tavara;Papua New Guinea;PP;33500;-10.3115;150.64383;Tawala;Christianity;Melanesia;75;
Kuruti-Pare;Papua New Guinea;PP;6600;-2.01187;147.03608;Kurti;Christianity;Melanesia;75;
Wuvulu-Aua;Papua New Guinea;PP;3300;-1.73938;142.85072;Wuvulu-Aua;Christianity;Melanesia;75;
Tagula;Papua New Guinea;PP;5900;-11.52292;153.48807;Sudest;Christianity;Melanesia;75;
Mamusi;Papua New Guinea;PP;11000;-5.84776;151.03275;Mamusi;Christianity;Melanesia;75;
Tolai;Papua New Guinea;PP;171000;-4.30986;152.1136;Kuanua;Christianity;Melanesia;75;
Nimowa;Papua New Guinea;PP;3300;-11.22974;153.1584;Rifao;Christianity;Melanesia;75;
Tabar;Papua New Guinea;PP;8500;-2.7828;151.95641;Mandara;Christianity;Melanesia;75;
Siar;Papua New Guinea;PP;4600;-4.443619;153.035759;Siar-Lak;Christianity;Melanesia;75;
Kuni;Papua New Guinea;PP;12500;-8.621479;146.820891;Kuni;Christianity;Melanesia;75;
Gorova;Papua New Guinea;PP;175;-4.52947;144.59021;Waran;Christianity;Melanesia;75;
Waris;Papua New Guinea;PP;6600;-3.277;141.10645;Waris;Christianity;Melanesia;0;
Ganja;Papua New Guinea;PP;8700;-5.73674;144.96617;Kandawo;Christianity;Melanesia;75;
Tauade;Papua New Guinea;PP;31000;-8.3486;147.09377;Tauade;Christianity;Melanesia;75;
Fuyuge;Papua New Guinea;PP;28500;-8.6371;147.31162;Fuyug;Christianity;Melanesia;75;
Midsivindi;Papua New Guinea;PP;2500;-4.67614;144.89979;Inapang;Christianity;Melanesia;75;
Wiaki;Papua New Guinea;PP;1600;-3.554139;142.421421;Tok Pisin;Christianity;Melanesia;75;
Miyak;Papua New Guinea;PP;1200;-4.812387;143.912582;Kyenele;Ethnoreligion;Melanesia;75;
Finungwan;Papua New Guinea;PP;2800;-6.33005;146.62868;Finongan;Ethnoreligion;Melanesia;75;
Mongols;Papua New Guinea;PP;700;-4.30038;143.96513;Tok Pisin;Ethnoreligion;Melanesia;75;
Kosorong;Papua New Guinea;PP;4600;-6.56688;147.511;Borong;Ethnoreligion;Melanesia;75;
Waia;Papua New Guinea;PP;6600;-8.09387;143.30513;Tabo;Ethnoreligion;Melanesia;10;
Waibuk;Papua New Guinea;PP;3000;-5.128196;144.312245;Haruai;Ethnoreligion;Melanesia;75;
Yaul;Papua New Guinea;PP;2500;-4.39912;143.99318;Tok Pisin;Ethnoreligion;Melanesia;10;
Nagatman;Papua New Guinea;PP;1600;-3.745;141.474;Yale;Ethnoreligion;Melanesia;10;
Onabasulu;Papua New Guinea;PP;1600;-6.30876;142.77582;Onobasulu;Ethnoreligion;Melanesia;75;
Karawa;Papua New Guinea;PP;1400;-3.69933;142.01835;Pouye;Ethnoreligion;Melanesia;75;
Kwomtari;Papua New Guinea;PP;1500;-3.50718;141.48797;Kwomtari;Ethnoreligion;Melanesia;75;
Kamura;Papua New Guinea;PP;2000;-7.28798;142.63931;Kamula;Ethnoreligion;Melanesia;75;
Pila;Papua New Guinea;PP;4500;-4.42116;145.27607;Miani;Christianity;Melanesia;75;
Mugil;Papua New Guinea;PP;7700;-4.838;145.779;Bargam;Christianity;Melanesia;75;
Sulka;Papua New Guinea;PP;6900;-5.03471;151.89079;Sulka;Christianity;Melanesia;75;
Sengseng;Papua New Guinea;PP;3800;-6.16474;149.7841;Sengseng;Christianity;Melanesia;75;
Musan;Papua New Guinea;PP;400;-4.05312;141.4197;Siawi;Ethnoreligion;Melanesia;75;
Manambu;Papua New Guinea;PP;4300;-4.262189;142.754264;Manambu;Christianity;Melanesia;75;
Kamasau;Papua New Guinea;PP;2000;-3.8503;143.84222;Kamasau;Christianity;Melanesia;75;
Tangu;Papua New Guinea;PP;8400;-4.4621;144.91557;Tanggu;Christianity;Melanesia;75;
Pitilu;Papua New Guinea;PP;2500;-1.964345;147.237717;Leipon;Christianity;Melanesia;75;
Ulingan;Papua New Guinea;PP;4800;-4.52416;145.39391;Mauwake;Christianity;Melanesia;75;
Ninigo;Papua New Guinea;PP;2800;-1.544;145.062;Seimat;Christianity;Melanesia;75;
Owiniga;Papua New Guinea;PP;800;-4.47476;141.6973;Owiniga;Ethnoreligion;Melanesia;75;
Pay;Papua New Guinea;PP;2800;-4.35889;145.03981;Mala (Bogia district);Ethnoreligion;Melanesia;10;
Sisano;Papua New Guinea;PP;14000;-3.01976;142.04893;Essono;Christianity;Melanesia;75;
Daga;Papua New Guinea;PP;16500;-9.9747;149.26296;Daga;Christianity;Melanesia;75;
Onjob;Papua New Guinea;PP;350;-9.335;149.152;Onjob;Christianity;Melanesia;75;
Nenaya;Papua New Guinea;PP;1500;-5.91639;146.85898;Mato;Christianity;Melanesia;75;
Doromu;Papua New Guinea;PP;2700;-9.56687;147.9855;Doromu-Koki;Christianity;Melanesia;75;
Kukuya;Papua New Guinea;PP;4500;-9.618151;150.439009;Minaveha;Christianity;Melanesia;75;
Gizra;Papua New Guinea;PP;2400;-9.183;142.80391;Gizrra;Christianity;Melanesia;75;
Sileibi;Papua New Guinea;PP;950;-4.98243;145.22499;Sirva;Christianity;Melanesia;75;
Silopi;Papua New Guinea;PP;375;-5.12302;145.58617;Silopi;Christianity;Melanesia;75;
Watiwa;Papua New Guinea;PP;1100;-5.82002;145.65507;Watiwa;Christianity;Melanesia;75;
Murupi;Papua New Guinea;PP;1100;-5.0245;145.60578;Murupi;Christianity;Melanesia;75;
Saruga;Papua New Guinea;PP;425;-5.08824;145.57798;Saruga;Christianity;Melanesia;75;
Samosa;Papua New Guinea;PP;175;-5.01391;145.53729;Samosa;Christianity;Melanesia;75;
Rapting;Papua New Guinea;PP;1200;-4.99351;145.67105;Rapting;Christianity;Melanesia;75;
Wamas;Papua New Guinea;PP;550;-4.97757;145.54112;Wamas;Christianity;Melanesia;75;
Nake;Papua New Guinea;PP;600;-5.09087;145.65515;Nake;Christianity;Melanesia;75;
Sausi;Papua New Guinea;PP;3000;-5.6873;145.49195;Wia;Christianity;Melanesia;75;
Rerau;Papua New Guinea;PP;1200;-5.51361;145.7158;Rerau;Christianity;Melanesia;75;
Dumun;Papua New Guinea;PP;90;-5.55315;146.08223;Dumun;Christianity;Melanesia;75;
Ganglau;Papua New Guinea;PP;950;-5.539;146.111;Ganglau;Christianity;Melanesia;75;
Forak;Papua New Guinea;PP;550;-5.69079;146.54121;Forak;Christianity;Melanesia;75;
Lemio;Papua New Guinea;PP;550;-5.61407;146.44079;Lemio;Christianity;Melanesia;75;
Guiarak;Papua New Guinea;PP;475;-5.70374;146.4531;Guya;Christianity;Melanesia;75;
Matepi;Papua New Guinea;PP;550;-5.13857;145.61732;Matepi;Christianity;Melanesia;75;
Danaru;Papua New Guinea;PP;350;-5.53634;145.45672;Danaru;Christianity;Melanesia;75;
Isabi;Papua New Guinea;PP;1000;-5.83809;145.46204;Isabi;Christianity;Melanesia;75;
Gal;Papua New Guinea;PP;700;-5.18;145.648;Gal;Christianity;Melanesia;75;
Kinalakna;Papua New Guinea;PP;700;-6.05862;147.44249;Kinalakna;Christianity;Melanesia;75;
Mosimo;Papua New Guinea;PP;100;-4.95226;145.6054;Mosimo;Christianity;Melanesia;75;
Kare;Papua New Guinea;PP;1400;-5.07674;145.49889;Kare (Papua New Guinea);Christianity;Melanesia;75;
Moere;Papua New Guinea;PP;100;-4.62246;145.45828;Moere;Christianity;Melanesia;75;
Uriginau;Papua New Guinea;PP;4900;-5.58982;145.50708;Kobuka;Christianity;Melanesia;75;
Yaben;Papua New Guinea;PP;2500;-4.90868;145.36113;Yaben;Christianity;Melanesia;75;
Nuk;Papua New Guinea;PP;1600;-6.40741;146.8751;Nuk;Christianity;Melanesia;75;
Nomu;Papua New Guinea;PP;3100;-6.10429;147.49999;Nomu;Christianity;Melanesia;75;
Parawen;Papua New Guinea;PP;1500;-5.0112;145.4177;Parawen;Christianity;Melanesia;75;
Waisara;Papua New Guinea;PP;1200;-6.70452;145.81705;Owenia;Christianity;Melanesia;75;
Sialum;Papua New Guinea;PP;850;-6.07688;147.57361;Sialum;Christianity;Melanesia;75;
Sinsauru;Papua New Guinea;PP;1100;-5.64336;145.59921;Kou;Christianity;Melanesia;75;
Vanambre;Papua New Guinea;PP;1200;-4.78822;145.41873;Mokati;Christianity;Melanesia;75;
Kesawai;Papua New Guinea;PP;1600;-5.76797;145.5796;Koromu;Christianity;Melanesia;75;
Musak;Papua New Guinea;PP;1200;-5.37407;145.19695;Aisi;Christianity;Melanesia;75;
Degenan;Papua New Guinea;PP;1600;-5.70892;146.57176;Degenang;Christianity;Melanesia;75;
Piu;Papua New Guinea;PP;225;-6.96694;146.4547;Piu;Christianity;Melanesia;75;
Musom;Papua New Guinea;PP;425;-6.53817;146.93016;Musom;Christianity;Melanesia;75;
Sepa;Papua New Guinea;PP;1500;-4.270605;144.963572;Sepa (Papua New Guinea);Christianity;Melanesia;75;
Sirak;Papua New Guinea;PP;550;-6.43306;146.81512;Nafi;Christianity;Melanesia;75;
Nauna;Papua New Guinea;PP;225;-2.21213;148.20067;Neherneh;Christianity;Melanesia;75;
Mwatebu;Papua New Guinea;PP;275;-10.0271;151.06551;Mwatebu;Christianity;Melanesia;75;
Siboma;Papua New Guinea;PP;375;-7.52806;147.29775;Numbami;Christianity;Melanesia;75;
Vehes;Papua New Guinea;PP;375;-6.92151;146.89473;Vehes;Christianity;Melanesia;75;
Sirasira;Papua New Guinea;PP;1500;-6.321243;146.477923;Sarasira;Christianity;Melanesia;75;
Matukar;Papua New Guinea;PP;850;-4.9078;145.77862;Matukar Panau;Christianity;Melanesia;75;
Wogeo;Papua New Guinea;PP;3300;-3.20238;144.08925;Wogeo;Christianity;Melanesia;75;
Yalu;Papua New Guinea;PP;2700;-6.65252;146.91898;Aribwaung;Christianity;Melanesia;75;
Terepu;Papua New Guinea;PP;550;-3.68721;143.83467;Terebu;Christianity;Melanesia;75;
Mindiri;Papua New Guinea;PP;350;-5.54613;146.13772;Mindiri;Christianity;Melanesia;75;
Doga;Papua New Guinea;PP;425;-9.63698;149.84148;Doga;Christianity;Melanesia;75;
Magori;Papua New Guinea;PP;850;-10.23207;149.26034;Magori;Christianity;Melanesia;75;
Kis;Papua New Guinea;PP;500;-3.83909;143.95983;Kis;Christianity;Melanesia;75;
Sera;Papua New Guinea;PP;1500;-2.9854;141.9508;Sera;Christianity;Melanesia;75;
Karore;Papua New Guinea;PP;1100;-6.15563;149.90664;Karore;Christianity;Melanesia;75;
Kaiep;Papua New Guinea;PP;850;-3.70524;143.88443;Kaiep;Christianity;Melanesia;75;
Elu;Papua New Guinea;PP;750;-1.99841;147.10086;Elu;Christianity;Melanesia;75;
Sinagen;Papua New Guinea;PP;700;-3.437194;142.403384;Sinagen;Christianity;Melanesia;75;
Pai;Papua New Guinea;PP;750;-4.43974;142.24694;Pefiyahe;Christianity;Melanesia;75;
Valman;Papua New Guinea;PP;3500;-3.24963;142.49904;Walman;Christianity;Melanesia;75;
Kibiri;Papua New Guinea;PP;2000;-7.45276;144.29554;Kibiri;Christianity;Melanesia;75;
Lilau;Papua New Guinea;PP;1600;-4.35479;144.98971;Lilau;Christianity;Melanesia;75;
Igana;Papua New Guinea;PP;425;-4.70942;144.84075;Igana;Christianity;Melanesia;75;
Elepi;Papua New Guinea;PP;700;-3.7505;143.93014;Elepi;Christianity;Melanesia;75;
Nawaru;Papua New Guinea;PP;550;-9.37935;148.23654;Nawaru;Christianity;Melanesia;75;
Urimo;Papua New Guinea;PP;1600;-3.854956;143.695777;Urimo;Christianity;Melanesia;75;
Ontenu;Papua New Guinea;PP;7900;-6.379;145.796;Ontenu;Christianity;Melanesia;75;
Minanibai;Papua New Guinea;PP;1100;-7.61717;144.01087;Minanibai;Christianity;Melanesia;75;
Guriaso;Papua New Guinea;PP;350;-3.5718;141.59654;Muno;Christianity;Melanesia;75;
Yabio;Papua New Guinea;PP;400;-4.58133;142.11163;Yawiyo;Christianity;Melanesia;75;
Eitiep;Papua New Guinea;PP;1000;-3.519929;142.596194;Eitiep;Christianity;Melanesia;75;
Murik;Papua New Guinea;PP;2100;-3.86959;144.16627;Murik (Papua New Guinea);Christianity;Melanesia;75;
Walio;Papua New Guinea;PP;475;-4.41234;142.23075;Walio;Christianity;Melanesia;75;
Imonda;Papua New Guinea;PP;700;-3.31228;141.1713;Imonda;Christianity;Melanesia;75;
Kominimung;Papua New Guinea;PP;700;-4.68537;144.78262;Kominimung;Christianity;Melanesia;75;
Kove;Papua New Guinea;PP;18500;-5.58623;149.62968;Kove;Christianity;Melanesia;75;
Mehek;Papua New Guinea;PP;17500;-3.70927;142.49818;Mehek;Christianity;Melanesia;75;
Kamano;Papua New Guinea;PP;137000;-6.25829;145.72827;Kamano;Christianity;Melanesia;75;
Usan;Papua New Guinea;PP;3800;-4.84265;145.36225;Usan;Christianity;Melanesia;75;
Salt;Papua New Guinea;PP;23000;-6.26519;145.02097;Yui;Christianity;Melanesia;75;
Mape;Papua New Guinea;PP;19000;-6.59318;147.6816;Mape;Christianity;Melanesia;75;
Tani;Papua New Guinea;PP;6200;-4.55066;145.23912;Maiani;Christianity;Melanesia;75;
Uri Vehees;Papua New Guinea;PP;6900;-6.41993;146.60839;Uri;Christianity;Melanesia;75;
Chimbu;Papua New Guinea;PP;216000;-5.944437;144.796429;Kuman (Papua New Guinea);Christianity;Melanesia;75;
Waskia;Papua New Guinea;PP;36000;-4.56219;145.962064;Waskia;Christianity;Melanesia;75;
Mataru;Papua New Guinea;PP;1700;-5.178309;145.769864;Wagi;Christianity;Melanesia;75;
Dogoro;Papua New Guinea;PP;600;-9.13688;148.76599;Doghoro;Christianity;Melanesia;75;
East Kewa;Papua New Guinea;PP;97500;-6.32989;143.93088;Kewapi, East;Christianity;Melanesia;75;
Usurufa;Papua New Guinea;PP;3500;-6.38898;145.63291;Usarufa;Christianity;Melanesia;75;
Saep;Papua New Guinea;PP;1100;-5.64812;146.07781;Saep;Christianity;Melanesia;75;
Laewomba;Papua New Guinea;PP;15000;-6.67364;146.66168;Wampar;Christianity;Melanesia;75;
Guwet;Papua New Guinea;PP;1400;-6.4717;146.8955;Duwet;Christianity;Melanesia;75;
Patep;Papua New Guinea;PP;3300;-6.928862;146.629967;Patep;Christianity;Melanesia;75;
Lele;Papua New Guinea;PP;4500;-2.04783;147.20745;Lele (Papua New Guinea);Christianity;Melanesia;75;
Omo;Papua New Guinea;PP;17500;-2.70951;150.89272;Tigak;Christianity;Melanesia;75;
Yabem;Papua New Guinea;PP;7900;-6.67052;147.80997;Yabem;Christianity;Melanesia;75;
Mangga Buang;Papua New Guinea;PP;2500;-6.99891;146.68468;Buang, Mangga;Christianity;Melanesia;75;
Kela;Papua New Guinea;PP;3600;-7.47103;147.1729;Kala;Christianity;Melanesia;75;
Madak;Papua New Guinea;PP;9500;-3.34342;151.96672;Madak;Christianity;Melanesia;75;
Central Buang;Papua New Guinea;PP;18500;-6.86672;146.77413;Buang, Central;Christianity;Melanesia;75;
Nalik;Papua New Guinea;PP;15500;-2.94411;151.33183;Nalik;Christianity;Melanesia;75;
Kandas;Papua New Guinea;PP;2200;-4.3652;152.7808;Kandas;Christianity;Melanesia;75;
Muniwara;Papua New Guinea;PP;3100;-3.78596;143.68068;Juwar;Christianity;Melanesia;75;
Kombio;Papua New Guinea;PP;6100;-3.48467;142.69357;Kombio;Christianity;Melanesia;75;
Koita;Papua New Guinea;PP;5800;-9.36877;147.07916;Koita;Christianity;Melanesia;75;
Olo;Papua New Guinea;PP;28000;-3.420941;142.07073;Olo;Christianity;Melanesia;75;
Urim;Papua New Guinea;PP;7700;-3.58018;142.65316;Urim;Christianity;Melanesia;75;
Urat;Papua New Guinea;PP;13000;-3.60065;142.79038;Urat;Christianity;Melanesia;75;
Sepen;Papua New Guinea;PP;1400;-4.22789;144.80885;Akukem;Christianity;Melanesia;75;
Sau Enga;Papua New Guinea;PP;36000;-5.644999;143.869947;Enga;Christianity;Melanesia;75;
Girawa;Papua New Guinea;PP;14000;-5.35342;145.42332;Girawa;Christianity;Melanesia;75;
Ngalum;Papua New Guinea;PP;29000;-4.67682;141.03032;Ngalum;Christianity;Melanesia;75;
South Mendi;Papua New Guinea;PP;58500;-6.171111;143.595861;Angal Enen;Christianity;Melanesia;75;
West Kewa;Papua New Guinea;PP;97500;-6.32097;143.72984;Kewapi, West;Christianity;Melanesia;75;
Sua;Papua New Guinea;PP;23500;-6.167;145.1;Chuave;Christianity;Melanesia;75;
South Kewa;Papua New Guinea;PP;21500;-6.55011;143.91778;Pole;Christianity;Melanesia;75;
Keyagana;Papua New Guinea;PP;42500;-6.47599;145.46423;Keyagana;Christianity;Melanesia;75;
Narak;Papua New Guinea;PP;13500;-5.5591;144.75421;Narak;Christianity;Melanesia;75;
Tairora;Papua New Guinea;PP;12000;-6.51563;145.95929;Tairora, North;Christianity;Melanesia;75;
Telefol;Papua New Guinea;PP;15000;-5.07444;141.73053;Telefol;Christianity;Melanesia;75;
Rawa;Papua New Guinea;PP;29000;-5.83155;145.93659;Rawa;Christianity;Melanesia;75;
Dom;Papua New Guinea;PP;25500;-6.05429;144.945729;Dom;Christianity;Melanesia;75;
Karam;Papua New Guinea;PP;42000;-5.25216;144.58514;Kalam;Christianity;Melanesia;75;
Ninggerum;Papua New Guinea;PP;11000;-5.269474;141.221982;Ninggerum;Christianity;Melanesia;75;
Timbe;Papua New Guinea;PP;31000;-6.06875;147.05718;Timbe;Christianity;Melanesia;75;
Omwunra-Tugura;Papua New Guinea;PP;14000;-6.545994;145.97187;Tairora, South;Christianity;Melanesia;75;
Nabak;Papua New Guinea;PP;44000;-6.42709;146.96615;Nabak;Christianity;Melanesia;75;
Kobon;Papua New Guinea;PP;18000;-5.16446;144.45995;Kobon;Christianity;Melanesia;75;
Selepet;Papua New Guinea;PP;20500;-6.03532;147.23425;Selepet;Christianity;Melanesia;75;
Komba;Papua New Guinea;PP;33000;-6.16163;147.27997;Komba;Christianity;Melanesia;75;
Ewage-Notu;Papua New Guinea;PP;41000;-8.680496;148.42043;Ewage-Notu;Christianity;Melanesia;75;
Orokaiva;Papua New Guinea;PP;83000;-8.761935;148.237724;Orokaiva;Christianity;Melanesia;75;
Tembogia;Papua New Guinea;PP;89000;-5.8626;144.08649;Bo-Ung;Christianity;Melanesia;75;
Sinagoro;Papua New Guinea;PP;31000;-9.79791;147.86105;Sinaugoro;Christianity;Melanesia;75;
Keopara;Papua New Guinea;PP;21000;-10.112012;148.087146;Keapara;Christianity;Melanesia;75;
Maleu;Papua New Guinea;PP;14000;-5.61613;148.44535;Maleu-Kilenge;Christianity;Melanesia;75;
Lavongai;Papua New Guinea;PP;36000;-2.52188;150.19803;Tungag;Christianity;Melanesia;75;
Muyuw;Papua New Guinea;PP;15000;-9.195;152.73124;Muyuw;Christianity;Melanesia;75;
Lindrou;Papua New Guinea;PP;10500;-2.1143;146.62734;Nyindrou;Christianity;Melanesia;75;
West Nakanai;Papua New Guinea;PP;45000;-5.59931;150.88772;Nakanai;Christianity;Melanesia;75;
