UPG;Country;CC;PopulationTotal;Latitude;Longitude;PrimaryLanguage;Religion;Continent;PChrn
Portuguese Jews;Netherlands;NL;31000;52.362024;4.902662;Portuguese;Judaism;Europe;0
Walloons;Burundi;BY;4000;-3.347;29.3441;French;Christianity;Africa;0
Russians;Chile;CI;2000;-33.497699;-70.713446;Russian;Christianity;Americas;0
Lao;Argentina;AR;2300;-34.6766;-58.387;Lao;Buddhism;Americas;0
Gujaratis;Maldives;MV;1200;4.174199;73.510915;Gujarati;Islam;Asia;0
Russians;Venezuela;VE;4600;10.468781;-66.984684;Russian;Unaffiliated;Americas;0
Songhai;Ghana;GH;35000;5.577638;-0.205078;Songhay, Koyraboro Senni;Islam;Africa;0
Rwandese;Tanzania;TZ;22500;-2.445956;30.903893;Kinyarwanda;Christianity;Africa;0
Suba;Tanzania;TZ;169000;-1.342078;34.3791;Dholuo;Christianity;Africa;0
Dogon;Burkina Faso;UV;18000;13.847032;-2.721335;Dogon, Toro So;Ethnoreligion;Africa;0
Arabs;Burundi;BY;3800;-3.38752;29.377888;Arabic, Standard;Islam;Africa;0
Arabs;Switzerland;SZ;75000;47.454513;8.562528;Arabic, Standard;Islam;Europe;0
Arabs;Barbados;BB;150;13.127212;-59.627675;Arabic, Standard;Islam;Americas;0
Arabs;Jamaica;JM;2100;18.016473;-76.804901;Arabic, Standard;Islam;Americas;0
Levantine Arabs;Tunisia;TS;248000;36.8413;10.1676;Arabic, Standard;Islam;Africa;0
Levantine Arabs;Egypt;EG;214000;29.9964;31.2621;Arabic, Standard;Islam;Africa;0
Arabs;Ethiopia;ET;13000;9.0081;38.7093;Arabic, Standard;Islam;Africa;0
Levantine Arabs;Haiti;HA;5700;18.539208;-72.328789;Arabic, Standard;Islam;Americas;0
Levantine Arabs;Guinea;GV;1300;9.616309;-13.594874;Arabic, Standard;Islam;Africa;0
Palestinian Arabs;France;FR;1100;48.924162;2.209947;Arabic, Levantine;Islam;Europe;0
Sudanese Arabs;Netherlands;NL;7700;52.344458;4.89854;Arabic, Sudanese;Islam;Europe;0
Lebanese Arabs;Netherlands;NL;6900;52.357209;4.886356;Arabic, Levantine;Islam;Europe;0
Lebanese Arabs;Suriname;NS;3100;5.8443;-55.1838;Arabic, Levantine;Islam;Americas;0
Syrian Arabs;Guadeloupe;GP;900;16.211683;-61.480524;Arabic, Levantine;Islam;Americas;0
Lebanese;Dominican Republic;DR;4600;18.483713;-69.927916;Arabic, Levantine;Islam;Americas;0
Lebanese Arabs;Congo;CF;1200;-4.265835;15.25975;Arabic, Levantine;Islam;Africa;0
Tunisian Arabs;Netherlands;NL;10500;52.354425;4.85017;Arabic, Tunisian;Islam;Europe;0
Sudanese Arabs;France;FR;3300;48.887513;2.315381;Arabic, Sudanese;Islam;Europe;0
Levantine Arabs;Guinea-Bissau;PU;11000;11.860982;-15.595721;Arabic, Levantine;Islam;Africa;0
Levantine Arabs;Sweden;SW;400000;59.325896;18.027515;Arabic, Levantine;Islam;Europe;0
Syrian Arabs;Martinique;MB;550;14.62173;-61.06313;Arabic, Levantine;Islam;Americas;0
Flemings;Rwanda;RW;4300;-1.949;30.0602;Dutch;Christianity;Africa;0
Sinyar;Sudan;SU;13000;12.41355;22.63259;Sinyar;Islam;Africa;0
Dagel;Chad;CD;2300;11.691303;20.687135;Kibet;Islam;Africa;0
Erenga;Sudan;SU;13000;13.097984;22.059711;Assangori;Islam;Africa;0
Russians;Peru;PE;1400;-12.142878;-77.011444;Russian;Unaffiliated;Americas;0
Portuguese;Senegal;SG;3800;14.716565;-17.441671;Portuguese;Christianity;Africa;0
Turks;Lebanon;LE;6400;33.876007;35.535021;Turkish;Islam;Asia;0
Shawiya;Tunisia;TS;52500;35.887421;8.286866;Tachawit;Islam;Africa;0
Liberians;Netherlands;NL;350;52.373191;4.886656;English;Christianity;Europe;0
Angolans;Netherlands;NL;800;52.366717;4.877906;Portuguese;Christianity;Europe;0
Guinea;Netherlands;NL;350;51.922512;4.449584;French;Islam;Europe;0
Comorians;Reunion;RE;600;-20.8903;55.4658;Comorian, Maore;Islam;Africa;0
Kango-Dikango;Congo, Democratic Republic of the;CG;14000;3.504934;24.427465;Kango (DRC, , Bas-Uélé district);Ethnoreligion;Africa;0
Ruhu;Nigeria;NI;22000;10.578;9.0111;Lame;Islam;Africa;0
Konyanke;Cote d’Ivoire;IV;265000;9.498;-7.563;Konyanka;Islam;Africa;0
Fulakunda;Guinea;GV;7600;12.37209;-13.571989;Pulaar;Islam;Africa;0
Songhai;Benin;BN;10500;11.129345;2.937196;Songhay, Koyraboro Senni;Islam;Africa;0
Bozo;Burkina Faso;UV;4800;13.1189;-4.1588;Bozo, Jenaama;Islam;Africa;0
Ngala;South Sudan;OD;45000;4.645944;28.25386;Bangala;Islam;Africa;0
Suri;South Sudan;OD;1600;6.0223;34.81206;Suri, Tirmaga-Chai;Islam;Africa;0
Hima;Burundi;BY;15500;-3.3404;29.3533;Nyankore;Ethnoreligion;Africa;0
Arabs;Ghana;GH;3300;5.599462;-0.232694;Arabic, Standard;Islam;Africa;0
Macanese;Angola;AO;3900;-8.8733;13.2381;Portuguese;Unaffiliated;Africa;0
Garre;Somalia;SO;315000;2.29633;44.68618;Garre;Islam;Africa;0
Minduumo;Congo;CF;1900;-2.6114;13.6113;Ndumu;Ethnoreligion;Africa;0
Kufa-Lima;Sudan;SU;16000;10.986292;29.555599;Kanga;Islam;Africa;0
Tana;Chad;CD;10000;8.314493;18.745083;Vale;Islam;Africa;0
Assyrians;Israel;IS;850;31.78125;35.19402;Assyrian Neo-Aramaic;Ethnoreligion;Asia;0
Vale;Chad;CD;1900;8.037476;17.829678;Vale;Ethnoreligion;Africa;0
Benga;Gabon;GB;2000;0.6082;9.3243;Benga;Christianity;Africa;0
Ndunga;Congo, Democratic Republic of the;CG;11000;2.28;20.27;Ndunga;Ethnoreligion;Africa;0
Geme;Central African Republic;CT;850;8.48359;20.66112;Geme;Christianity;Africa;0
Samba;Congo, Democratic Republic of the;CG;8700;-6.1278;17.2621;Samba;Christianity;Africa;0
Yasa;Equatorial Guinea;EK;3200;2.23459;9.81591;Iyasa;Christianity;Africa;0
Zoba -Joba;Tanzania;TZ;6900;-4.8783;29.6443;Kiviila;Christianity;Africa;0
Seba;Congo, Democratic Republic of the;CG;357000;-10.5091;27.5471;Seba;Christianity;Africa;0
Songo;Congo, Democratic Republic of the;CG;27000;-4.55057;18.49777;Songo (Democratic Republic of the Congo);Christianity;Africa;0
Mbangwe;Congo;CF;3100;-2.5356;13.5471;Mbangwe;Christianity;Africa;0
Bulba;Benin;BN;4200;10.70255;1.27435;Notre;Ethnoreligion;Africa;0
Vumbu;Gabon;GB;7200;-2.17673;10.64985;Vumbu;Christianity;Africa;0
Tagbo;Congo, Democratic Republic of the;CG;42000;4.6852;26.44754;Tagbu;Ethnoreligion;Africa;0
Ngoli;Congo, Democratic Republic of the;CG;18500;-3.8019;19.1162;Ngwii;Christianity;Africa;0
Mbesa;Congo, Democratic Republic of the;CG;17500;1.7858;22.789;Mbesa;Christianity;Africa;0
Ngundu;Congo, Democratic Republic of the;CG;10500;-0.681023;26.53288;Ngundu;Christianity;Africa;0
Lonzo;Congo, Democratic Republic of the;CG;650;-4.6281;16.7982;Lonzo;Christianity;Africa;0
Yakoma;Congo, Democratic Republic of the;CG;21000;4.06428;22.34001;Yakoma;Ethnoreligion;Africa;0
Songora;Congo, Democratic Republic of the;CG;6100;-2.9472;25.9164;Songoora;Christianity;Africa;0
Ndobo;Congo, Democratic Republic of the;CG;22500;1.32539;18.61512;Ndobo;Christianity;Africa;0
Yombe;Angola;AO;95000;-4.80759;12.55637;Kiyombe;Ethnoreligion;Africa;0
Lopa;Nigeria;NI;11500;10.548153;4.4578;Lopa;Ethnoreligion;Africa;0
Bomwali;Cameroon;CM;12500;1.90709;15.82328;Bomwali;Christianity;Africa;0
Lobala;Congo;CF;31000;2.03793;18.049996;Lobala;Christianity;Africa;0
Evands;Nigeria;NI;20500;6.3558;9.3448;Evant;Christianity;Africa;0
Vute;Nigeria;NI;3700;7.8035;11.3704;Vute;Ethnoreligion;Africa;0
Laru;Nigeria;NI;34000;10.33247;4.46442;Laru;Ethnoreligion;Africa;0
Wom;Cameroon;CM;64000;9.0812;12.9723;Wom (Nigeria);Christianity;Africa;0
Dompago;Benin;BN;123000;9.40879;1.99545;Kabiyè;Ethnoreligion;Africa;0
Mid-Southern Banda;South Sudan;OD;5900;8.00846;26.00594;Banda, Mid-Southern;Christianity;Africa;0
Fanya;Chad;CD;3500;10.29104;18.75001;Fania;Islam;Africa;0
Majera;Chad;CD;4600;11.1374;15.121;Majera;Islam;Africa;0
Karanga;Chad;CD;25500;13.062138;20.59847;Karanga;Islam;Africa;0
Kaba Kurumi;Chad;CD;13000;9.9722;18.8375;Kulfa;Ethnoreligion;Africa;0
Furu;Central African Republic;CT;6200;4.53295;20.86962;Fulu;Christianity;Africa;0
Kupto;Nigeria;NI;6200;10.69452;11.48165;Kutto;Islam;Africa;0
Maha;Nigeria;NI;21500;10.72342;11.68995;Maaka;Islam;Africa;0
Kajakse;Chad;CD;40000;12.3849;20.6639;Kajakse;Islam;Africa;0
Jegu;Chad;CD;4800;11.50342;19.09535;Jonkor Bourmataguil;Islam;Africa;0
Pelende;Congo, Democratic Republic of the;CG;17500;-4.8874;17.4137;Pelende;Christianity;Africa;0
Yamongeri;Congo, Democratic Republic of the;CG;25500;-0.24248;22.3073;Yamongeri;Christianity;Africa;0
Molo;Sudan;SU;275;10.799022;33.58228;Berta;Islam;Africa;0
Yulu-Binga;Congo, Democratic Republic of the;CG;4900;-8.666616;25.116111;Yulu;Ethnoreligion;Africa;0
Kasanga;Guinea-Bissau;PU;1200;12.41733;-15.94127;Mandinka;Ethnoreligion;Africa;0
Saba;Chad;CD;3300;11.30721;18.49058;Saba;Ethnoreligion;Africa;0
Mubi;Chad;CD;107000;12.68932;19.59024;Mubi;Islam;Africa;0
Mesmedje;Chad;CD;82000;13.1713;19.304;Masmaje;Islam;Africa;0
Yulu;Sudan;SU;8200;10.536926;23.354644;Yulu;Christianity;Africa;0
Ngando;Congo, Democratic Republic of the;CG;633000;-0.14363;22.62315;Ngando (Democratic Republic of the Congo);Christianity;Africa;0
Mogum;Chad;CD;14000;11.51991;18.60816;Mogum;Ethnoreligion;Africa;0
Shani;Nigeria;NI;800;10.369895;8.761295;Hausa;Ethnoreligion;Africa;0
Gula;Chad;CD;11000;10.58847;19.14163;Zan Gula;Islam;Africa;0
Taura;Nigeria;NI;30000;10.54541;8.98438;Hausa;Ethnoreligion;Africa;0
Ngbinda;Congo, Democratic Republic of the;CG;10500;3.27251;23.56694;Lingala;Christianity;Africa;0
Kari;Congo, Democratic Republic of the;CG;3300;5.03525;25.74914;Zande;Christianity;Africa;0
Northern Teke;Gabon;GB;139000;-1.35436;13.93435;Teke-Tege;Christianity;Africa;0
Southern Teke;Congo;CF;79500;-2.27122;14.44074;Teke-Kukuya;Christianity;Africa;0
Soko;Congo, Democratic Republic of the;CG;31500;1.2972;23.6378;So (Democratic Republic of Congo);Christianity;Africa;0
Soruba;Benin;BN;21000;9.94886;1.38662;Miyobe;Ethnoreligion;Africa;0
Nyam;Nigeria;NI;150;9.2333;10.81456;Nyam;Ethnoreligion;Africa;0
Totela;Zambia;ZA;69000;-16.7064;24.9537;Totela;Ethnoreligion;Africa;0
Gciriku;Angola;AO;51500;-17.78822;20.7355;Gciriku;Ethnoreligion;Africa;0
Grebo;Cote d’Ivoire;IV;79000;4.6037;-7.4427;Grebo, Southern;Ethnoreligion;Africa;0
Kariya;Nigeria;NI;4700;10.909;9.775;Kariya;Ethnoreligion;Africa;0
Okpamheri;Nigeria;NI;278000;7.43646024;6.07475039;Okpamheri;Ethnoreligion;Africa;0
Jimi;Nigeria;NI;2400;10.61853;9.99485;Jimi;Islam;Africa;0
Ngumba;Equatorial Guinea;EK;29000;1.563;9.614;Kwasio;Christianity;Africa;0
Kwala;Congo;CF;93000;-0.48981;16.5967;Likwala;Christianity;Africa;0
Kirifi;Nigeria;NI;50500;10.35754;10.46037;Giiwo;Islam;Africa;0
Jimbin;Nigeria;NI;4600;10.8636;9.9807;Zibinju;Ethnoreligion;Africa;0
Gun;Gabon;GB;24500;0.392626;9.463921;Gun;Ethnoreligion;Africa;0
Uvbie;Nigeria;NI;39500;5.586;5.793;Uvbie;Christianity;Africa;0
Subia;Namibia;WA;37500;-17.68242;24.92927;Kuhane;Ethnoreligion;Africa;0
Tura;Cote d’Ivoire;IV;74500;7.76747;-7.33105;Toura (Côte d’Ivoire);Ethnoreligion;Africa;0
Jongor;Chad;CD;50500;12.2037;18.9594;Migaama;Islam;Africa;0
Sapo;Liberia;LI;77000;5.69555;-8.49229;Sapo;Ethnoreligion;Africa;0
Myene;Gabon;GB;93500;0.4227;9.434;Myene;Christianity;Africa;0
Gciriku;Namibia;WA;16500;-18.54794;20.60006;Gciriku;Ethnoreligion;Africa;0
Pila;Benin;BN;509000;10.1222;1.4374;Yom;Islam;Africa;0
Engenni;Nigeria;NI;58000;5.1114;6.4137;Engenni;Ethnoreligion;Africa;0
Bijobe;Togo;TO;6600;9.937923;1.336913;Miyobe;Ethnoreligion;Africa;0
Utange;Nigeria;NI;24500;6.5202;9.4123;Itang;Christianity;Africa;0
Sonde;Congo, Democratic Republic of the;CG;205000;-6.32223;18.35547;Sonde;Christianity;Africa;0
Eliri;Sudan;SU;11000;10.27415;30.73055;Arabic, Sudanese;Islam;Africa;0
Dair;Sudan;SU;3300;12.47398;30.67816;Arabic, Sudanese;Islam;Africa;0
Lebanese Christian Arabs;Lebanon;LE;1160000;33.886438;35.51498;Arabic, Levantine;Christianity;Asia;0
Marfa;Chad;CD;21500;13.1568;20.78818;Marfa;Islam;Africa;0
Tornasi Kelo;Sudan;SU;4900;10.555477;34.278561;Berta;Islam;Africa;0
Kibet;Chad;CD;87000;11.69135;20.692844;Kibet;Islam;Africa;0
Sungor;Sudan;SU;26000;13.453089;22.444943;Assangori;Islam;Africa;0
Fongoro;Chad;CD;3300;11.31789;22.56115;Fur;Islam;Africa;0
Kujarge;Chad;CD;3500;11.74732;22.19559;Kujarge;Islam;Africa;0
Kanga;Sudan;SU;21000;11.0278;29.3469;Kanga;Islam;Africa;0
Tingal;Sudan;SU;8000;12.17974;31.12441;Tegali;Islam;Africa;0
Ngile;Sudan;SU;117000;10.907756;29.835037;Ngile;Islam;Africa;0
Warnang;Sudan;SU;6200;10.59398;31.15736;Warnang;Islam;Africa;0
Logorif;Sudan;SU;8200;11.17389;29.80533;Logorik;Islam;Africa;0
Oki-No-Erabu;Japan;JA;18000;27.37384;128.6187;Oki-No-Erabu;Ethnoreligion;Asia;0
Ghadames;Tunisia;TS;3400;30.271425;9.579091;Ghadamès;Islam;Africa;0
Halang Doan;Laos;LA;2300;15.03;107.4704;Halang Doan;Ethnoreligion;Asia;0
Waris;Papua New Guinea;PP;6600;-3.277;141.10645;Waris;Christianity;Oceania;0
